obs,time,elapsed,date,hhmmss,Round,ShrubID,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,?CO2:MN,?CO2:SLP,?CO2:SD,?CO2:OK,?H2O:MN,?H2O:SLP,?H2O:SD,?H2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
23,1569606954,1443.5,20190927 11:55:53,11:55:53,1,15,1569606950,9.67E-05,0.166440346,399.313,294.6380345,24.55494362,33.27848768,0.003059382,1.75378353,0.00305642,0.001910528,319.011315,30.63240178,30.41669231,4.36349111,49.03403152,1.825310723,3.722538545,2.538180387,-4.263402693,-259.6589671,-32.61041076,22.4785344,-0.001000729,0.019328238,2.35491219,23,2,1,0,43904.96116,1669.342308,817.9777308,0.49,0.39,36,0.5,0: Broadleaf,1569606950,399.313,400.0511538,21.90214615,21.56173846,1000.007385,83.13933846,0.200016077,27.67043077,30.41669231,30.83394615,0,0,10009.80769,1669.342308,352.1087692,1569606185,11:43:04,3,-0.468,0.29,400,26,0.37,0.06,-0.735633049,0.011709993,0.019352901,1,0.22380639,0.910724007,0.09782951,0,1,2,1/2,100,100,-0.468,0.29,2,1071.4,467.163,27.7548,27.9553,30.0001,27.8671,27.8481,29.438,39.4586,36.3517,-999.9,400,21.8213,101.558,102.578
24,1569606957,1446.5,20190927 11:55:56,11:55:56,1,15,1569606953,8.97E-05,0.169260787,399.3076923,285.232395,23.77092598,33.27782455,0.002806847,1.753537078,0.002804354,0.001752945,315.856695,30.67702489,30.518,4.388868552,48.74389515,1.822083018,3.7380743,2.566785534,-3.956454636,-262.4607606,-32.99519837,16.44428138,-0.001000469,0.019323204,2.354509169,22,2,1,0,43883.57967,1652.834615,809.8889615,0.49,0.39,36,0.5,0: Broadleaf,1569606953,399.3076923,400.046,21.86356154,21.54764615,999.9971538,83.1388,0.200001615,27.74171538,30.518,30.927,0,0,10007.26538,1652.834615,348.2248462,1569606185,11:43:04,3,-0.468,0.29,400,26,0.37,0.06,-0.734890951,-0.078606,0.019541704,1,0.250083293,0.765571171,0.090098373,0,1,2,1/2,100,100,-0.468,0.29,2,1072.18,467.299,27.7586,27.956,30.0002,27.8671,27.8481,29.4392,38.8639,36.3517,-999.9,400,21.879,101.558,102.578
25,1569607944,2433.4,20190927 12:12:23,12:12:23,2,3,1569607940,5.56E-05,0.313197465,398.8256154,98.08903452,8.1731271,33.23156825,0.001740579,1.753959187,0.00173962,0.001087348,283.438638,30.96906634,30.72735385,4.441719159,48.62781017,1.880813263,3.867772897,2.560905896,-2.450848049,-226.9812256,-28.64056391,25.36600042,-0.001000915,0.019331827,2.355199459,31,3,1,0,43816.75996,1483.195385,726.7657385,0.49,0.39,36,0.5,0: Broadleaf,1569607940,398.8256154,400.0329231,22.57240769,22.37685385,999.9966154,83.12353846,0.200016923,28.32694615,30.72735385,30.82386923,0,0,10013.56923,1483.195385,1645.095385,1569607882,12:11:21,4,-0.23,0.29,400,26,0.3,0.06,-1.170007073,-0.374488014,0.04355753,0,0.19218061,0.0451237,0.017423305,1,1,2,1/2,100,100,-0.23,0.29,2,1063.18,449.351,27.6081,28.75,30.0006,28.6022,28.5702,29.2967,36.6023,14.1282,-999.9,400,22.4411,101.369,102.426
26,1569607947,2436.4,20190927 12:12:26,12:12:26,2,3,1569607943,6.37078E-05,0.316449494,398.8038462,125.4644106,10.45412567,33.22970638,0.001951132,1.752793682,0.001949927,0.001218812,305.911851,31.2058847,30.96715385,4.502936254,48.65758668,1.884952363,3.873912562,2.617983891,-2.809515542,-246.9131077,-31.21768494,24.97154285,-0.000999683,0.019308025,2.353293702,30,3,1,0,43761.06229,1600.794615,784.3893615,0.49,0.39,36,0.5,0: Broadleaf,1569607943,398.8038462,400.0345385,22.62211538,22.39795385,999.9925385,83.12344615,0.199988923,28.35422308,30.96715385,31.08246923,0,0,10001.25154,1600.794615,1771.842308,1569607882,12:11:21,4,-0.23,0.29,400,26,0.3,0.06,-1.19109,-0.330828293,0.038576409,0,0.200159366,0.148281554,0.024976216,0,0,2,0/2,100,100,-0.23,0.29,2,1063.74,449.359,27.621,28.7537,30.0005,28.6052,28.5732,29.2948,36.6023,14.1282,-999.9,400,22.4387,101.369,102.425
27,1569607950,2439.9,20190927 12:12:30,12:12:30,2,3,1569607946,7.18537E-05,0.319871143,398.772,143.1777595,11.9301306,33.22724184,0.002125479,1.751579588,0.002124047,0.001327658,331.90248,31.50725985,31.33666923,4.598706392,48.61489502,1.889716392,3.887114004,2.708989999,-3.168747572,-276.1094442,-35.00755154,17.61673671,-0.0009984,0.019283256,2.351309266,30,3,1,0,43698.73303,1736.8,851.032,0.49,0.39,36,0.5,0: Broadleaf,1569607946,398.772,400.0266923,22.67916154,22.42635385,999.9963846,83.12386923,0.200039769,28.41274615,31.33666923,31.47143846,0,0,9988.370769,1736.8,1919.376154,1569607882,12:11:21,4,-0.23,0.29,400,26,0.3,0.06,-1.20911,-0.375884739,0.041941609,0,0.212625927,0.23331023,0.032167536,0,0,2,0/2,100,100,-0.23,0.29,2,1063.91,449.173,27.6364,28.7592,30.0005,28.6095,28.5768,29.2946,36.6023,13.7284,-999.9,400,22.4342,101.369,102.424
28,1569608184,2673.9,20190927 12:16:24,12:16:24,2,1,1569608181,9.43181E-05,0.037019045,399.7508462,362.3671135,30.19394605,33.30891527,0.003125282,1.752861483,0.003122189,0.001951646,75.3956238,28.85170486,29.13780769,4.053955352,42.30751852,1.622558483,3.835153986,2.431396869,-4.159428868,-90.38151043,-11.31346789,-30.45878339,-0.000999754,0.019309409,2.353404546,22,2,1,0,43789.20146,394.5349231,193.3221123,0.49,0.39,36,0.5,0: Broadleaf,1569608181,399.7508462,400.0198462,19.47283846,19.13990769,1000.007615,83.12423846,0.199951077,28.18139231,29.13780769,29.17208462,0,0,10001.87308,394.5349231,550.8974615,1569607882,12:11:21,4,-0.23,0.29,400,26,0.3,0.06,-0.269891463,0.047563192,0.016578329,1,0.351078951,-0.163986857,0.016490332,0,1,2,1/2,100,100,-0.23,0.29,2,1072.85,430.962,28.4699,29.1424,30.0002,28.9337,28.8865,29.1086,48.4228,0,-999.9,400,19.0553,101.309,102.384
29,1569608187,2676.9,20190927 12:16:27,12:16:27,2,1,1569608183,9.28E-05,0.035310657,399.7473077,363.0468937,30.25065702,33.30869623,0.003085332,1.753044545,0.003082319,0.00192672,75.235188,28.81196857,29.10669231,4.046669338,42.41128128,1.622865989,3.826496016,2.42380335,-4.093300746,-91.11867759,-11.40058666,-31.37737699,-0.000999948,0.019313147,2.353703835,21,2,1,0,43802.97733,393.6953846,192.9107385,0.49,0.39,36,0.5,0: Broadleaf,1569608183,399.7473077,400.008,19.47648462,19.14884615,1000.001615,83.12436923,0.200009923,28.14257692,29.10669231,29.14628462,0,0,10003.79308,393.6953846,549.6806154,1569607882,12:11:21,4,-0.23,0.29,400,26,0.3,0.06,-0.264029098,0.059805136,0.017733635,1,0.342930634,-0.137842014,0.013734023,0,1,2,1/2,100,100,-0.23,0.29,2,1073.6,430.705,28.4738,29.1436,30.0001,28.9355,28.8865,29.1079,48.6937,0,-999.9,400,19.0472,101.309,102.384
30,1569608190,2679.9,20190927 12:16:30,12:16:30,2,1,1569608186,9.42E-05,0.035588085,399.7477692,363.2892548,30.27084759,33.30873026,0.003140905,1.754076779,0.003137784,0.001961395,75.0896139,28.76154625,29.07179231,4.038510703,42.53875231,1.623181765,3.815771917,2.415328938,-4.152187174,-92.42860051,-11.55290218,-33.04407596,-0.00100104,0.01933423,2.355391778,22,2,1,0,43855.84657,392.9336154,192.5374715,0.49,0.39,36,0.5,0: Broadleaf,1569608186,399.7477692,400.0113846,19.48027692,19.14792308,999.9918462,83.1244,0.199968077,28.09439231,29.07179231,29.11820769,0,0,10014.71,392.9336154,548.5743846,1569607882,12:11:21,4,-0.23,0.29,400,26,0.3,0.06,-0.264052171,0.038066948,0.016440201,1,0.33824239,-0.086472272,0.010875998,1,2,2,2/2,100,100,-0.23,0.29,2,1072.77,430.815,28.477,29.1436,30.0001,28.9361,28.8882,29.1075,48.6937,0,-999.9,400,19.057,101.309,102.384
31,1569608376,2865.9,20190927 12:19:36,12:19:36,2,5,1569608373,-7.90E-04,0.532221167,399.1663077,410.1761771,34.17520049,33.25787638,-0.030616191,1.751862901,-0.030916598,-0.019295639,78.4471821,27.36466392,27.08236154,3.596509749,44.62915404,1.53246664,3.43377927,2.064043109,34.84863537,-74.28502536,-9.122753532,29.88803858,-0.0009987,0.019289034,2.35177227,134,13,1,0,44020.34578,410.5033077,201.1466208,0.49,0.39,36,0.5,0: Broadleaf,1569608373,399.1663077,399.9467692,18.39290769,21.1854,999.9893846,83.11840769,0.199937923,26.29583077,27.08236154,27.04976154,0,0,9992.02,410.5033077,604.4924615,1569607882,12:11:21,4,-0.23,0.29,400,26,0.3,0.06,-1.665431756,1.268125338,1.159913409,0,-3.833802683,-3.962003268,2.368154989,0,0,2,0/2,100,100,-0.23,0.29,2,948.273,435.048,27.8788,28.9106,29.9992,28.8181,28.7608,29.1554,42.9139,0,-999.9,400,21.251,101.378,102.406
32,1569608475,2964.9,20190927 12:21:15,12:21:15,2,5,1569608472,2.22727E-05,-0.009208377,400.007,400.4978793,33.36482336,33.323929,0.000957492,1.751656934,0.000957202,0.000598277,77.5190976,26.89371516,26.90813846,3.559894624,49.35738598,1.682421395,3.408651738,1.877473229,-0.982225206,-69.56542163,-8.531392186,-1.559941421,-0.000998482,0.019284834,2.351435666,94,9,1,0,44029.22309,405.6467692,198.7669169,0.49,0.39,36,0.5,0: Broadleaf,1569608472,400.007,400.0059231,20.19510769,20.11654615,1000.010615,83.10829231,0.200072308,26.17149231,26.90813846,27.39717692,0,0,9991.06,405.6467692,836.1292308,1569608419,12:20:18,5,-0.231,0.169,400,21,0.35,0.05,0.016610484,-0.212635773,0.051960197,0,0.04586937,0.332590023,0.037714018,0,0,2,0/2,100,100,-0.231,0.169,2,992.904,433.744,27.321,28.6092,29.9989,28.5804,28.542,29.1581,46.1304,0,-999.9,400,20.1776,101.445,102.441
33,1569608478,2967.4,20190927 12:21:17,12:21:17,2,5,1569608474,1.80764E-05,-0.012722167,400.0065385,411.1222133,34.24986514,33.32383791,0.000776153,1.751655548,0.000775962,0.000484993,77.5659906,26.90336773,26.91091538,3.560475667,49.28871595,1.680822423,3.410156647,1.879653244,-0.797168483,-69.12224729,-8.477483501,-0.830908678,-0.000998481,0.019284805,2.3514334,93,9,1,0,44028.05862,405.8921538,198.8871554,0.49,0.39,36,0.5,0: Broadleaf,1569608474,400.0065385,399.9867692,20.17594615,20.11218462,1000.007692,83.10813846,0.200094538,26.17896154,26.91091538,27.42355385,0,0,9991.063846,405.8921538,849.7353846,1569608419,12:20:18,5,-0.231,0.169,400,21,0.35,0.05,0.010857553,0.073682425,0.045182497,1,0.053272956,0.209383292,0.032701039,0,1,2,1/2,100,100,-0.231,0.169,2,993.858,433.734,27.309,28.6009,29.9989,28.5728,28.5365,29.1592,46.1304,0,-999.9,400,20.1842,101.447,102.442
34,1569608482,2971.4,20190927 12:21:21,12:21:21,2,5,1569608478,1.20266E-05,-0.009532845,399.9966154,414.3677831,34.51994106,33.32271511,0.000516198,1.753593801,0.000516114,0.000322579,77.6379471,26.86577932,26.90306154,3.558832544,49.34052832,1.678606246,3.402084055,1.880226298,-0.530372565,-72.24727618,-8.848834144,-3.988535788,-0.001000529,0.019324363,2.354601925,92,9,1,0,44120.569,406.2686923,199.0716592,0.49,0.39,36,0.5,0: Broadleaf,1569608478,399.9966154,399.9796154,20.14952308,20.1071,1000.006,83.10738462,0.200108077,26.13886154,26.90306154,27.45481538,0,0,10011.64846,406.2686923,870.4263846,1569608419,12:20:18,5,-0.231,0.169,400,21,0.35,0.05,0.006737683,0.109075351,0.039129653,0,0.060659651,-0.07255879,0.021475711,1,1,2,1/2,100,100,-0.231,0.169,2,995.034,433.659,27.2892,28.5881,29.999,28.5628,28.5268,29.1586,46.1304,0,-999.9,400,20.1842,101.45,102.445
35,1569608622,3111.4,20190927 12:23:41,12:23:41,2,7,1569608618,6.43922E-05,0.323744126,398.7739231,199.7074743,16.63673937,33.22007777,0.002759037,1.752058306,0.002756626,0.001723108,101.2680501,26.82110555,26.92973077,3.564414775,50.09918771,1.679724246,3.352797365,1.884690529,-2.83969599,-98.00055688,-12.00039768,-11.57260045,-0.000998906,0.01929302,2.352091638,42,4,1,0,44088.24895,529.9217692,259.6616669,0.49,0.39,36,0.5,0: Broadleaf,1569608618,398.7739231,400.0318462,20.16341538,19.93627692,999.9970769,83.10553846,0.200003462,25.89221538,26.92973077,27.03728462,0,0,9995.632308,529.9217692,739.5207692,1569608419,12:20:18,5,-0.231,0.169,400,21,0.35,0.05,-1.230605366,-0.103353659,0.026789071,0,0.104200163,1.1180524,0.11252264,0,0,2,0/2,100,100,-0.231,0.169,2,1050.94,430.561,26.7673,28.1775,29.9994,28.2159,28.2033,29.1925,46.1152,0,-999.9,400,19.7982,101.538,102.489
36,1569608623,3112.9,20190927 12:23:43,12:23:43,2,7,1569608619,6.43502E-05,0.320580838,398.7706154,201.2743818,16.76727427,33.2198078,0.002755629,1.75286348,0.002753225,0.001720981,101.2610676,26.81894778,26.92751538,3.563950774,50.05706081,1.6781398,3.352453725,1.885810974,-2.83784227,-97.99979757,-11.99455522,-11.57112746,-0.000999757,0.01930945,2.353407811,41,4,1,0,44124.51584,529.8852308,259.6437631,0.49,0.39,36,0.5,0: Broadleaf,1569608619,398.7706154,400.0170769,20.14439231,19.9174,1000.007154,83.10554615,0.200009769,25.89048462,26.92751538,27.03699231,0,0,10004.14385,529.8852308,739.4864615,1569608419,12:20:18,5,-0.231,0.169,400,21,0.35,0.05,-1.228734634,-0.072492334,0.027952558,1,0.119460851,1.020530897,0.104530154,0,1,2,1/2,100,100,-0.231,0.169,2,1051.16,430.653,26.7641,28.1739,29.9994,28.213,28.2006,29.1932,46.1152,0,-999.9,400,19.7929,101.539,102.489
37,1569608626,3115.9,20190927 12:23:46,12:23:46,2,7,1569608622,6.02346E-05,0.310405957,398.7605385,194.6916641,16.21893626,33.21904812,0.002575668,1.753370053,0.002573568,0.001608668,101.4812883,26.82623957,26.92270769,3.562944009,49.93609598,1.674455949,3.353197553,1.88848806,-2.656345427,-97.21954394,-11.89555547,-10.29015653,-0.001000292,0.019319793,2.354236054,40,4,1,0,44146.63113,531.0376154,260.2084315,0.49,0.39,36,0.5,0: Broadleaf,1569608622,398.7605385,399.9644615,20.10012308,19.88763846,1000.006154,83.10573846,0.200017538,25.89423077,26.92270769,27.03652308,0,0,10009.47923,531.0376154,740.804,1569608419,12:20:18,5,-0.231,0.169,400,21,0.35,0.05,-1.21472,0.068835052,0.039400067,1,0.155793195,0.679950135,0.078327776,0,1,2,1/2,100,100,-0.231,0.169,2,1052.35,430.558,26.7581,28.1675,29.9995,28.2058,28.1946,29.1965,46.1152,0,-999.9,400,19.7758,101.541,102.489
38,1569608841,3331,20190927 12:27:21,12:27:21,2,9,1569608838,1.60433E-06,0.01476462,399.9002308,-61.56769711,-5.129704672,33.31893474,5.21336E-05,1.754087782,5.21327E-05,3.2583E-05,354.379809,29.48637053,29.41480769,4.119323786,48.29935503,1.643980556,3.403731903,2.47534323,-0.07075079,-309.0196536,-38.31860564,6.970798951,-0.001001051,0.019334455,2.355409774,46,5,1,0,44141.68653,1854.420769,908.6661769,0.49,0.39,36,0.5,0: Broadleaf,1569608838,399.9002308,399.9556923,19.73136923,19.72570769,1000.013462,83.11810769,0.200010615,26.14705385,29.41480769,30.12393846,0,0,10015.58462,1854.420769,2048.199231,1569608809,12:26:49,6,-0.159,0.149,400,20,0.31,0.09,-0.07086182,0.113536779,0.023358402,0,0.011706367,-0.020337584,0.006691581,1,1,2,1/2,100,100,-0.159,0.149,2,1045.9,430.656,26.3418,27.7903,29.9996,27.8154,27.8056,29.2843,43.542,0,-999.9,400,20.0707,101.622,102.532
39,1569608846,3335.5,20190927 12:27:25,12:27:25,2,9,1569608842,-1.6266E-05,0.006141903,399.9243846,398.8492395,33.23040386,33.31998033,-0.00052749,1.752394214,-0.000527578,-0.000329729,351.718962,29.4996478,29.4431,4.126051838,48.28705008,1.646300301,3.409403345,2.479751537,0.717328751,-308.7329235,-38.33083972,5.372527529,-0.000999261,0.019299873,2.352640685,45,5,1,0,44061.76689,1840.496923,901.8434923,0.49,0.39,36,0.5,0: Broadleaf,1569608842,399.9243846,399.9230769,19.75978462,19.81718462,1000.006385,83.11553077,0.200169923,26.17522308,29.4431,30.15943846,0,0,9997.980769,1840.496923,2032.922308,1569608809,12:26:49,6,-0.159,0.149,400,20,0.31,0.09,-0.046610031,0.388661605,0.045989583,0,-0.010424139,-0.325920061,0.040828839,0,0,2,0/2,100,100,-0.159,0.149,2,1047.25,430.679,26.3448,27.786,29.9998,27.8095,27.8003,29.2894,43.2473,0,-999.9,400,20.0997,101.623,102.531
40,1569608852,3341.5,20190927 12:27:31,12:27:31,2,9,1569608848,-3.60931E-05,0.008814526,399.9172308,392.4036997,32.69304473,33.31903323,-0.001167473,1.751795889,-0.001167905,-0.000729902,352.327101,29.50353484,29.49885385,4.139338427,48.54737282,1.654085067,3.407156703,2.48525336,1.591706573,-314.9464631,-39.12438672,-0.152042233,-0.000998629,0.019287667,2.351662753,44,4,1,0,44036.66455,1843.679231,903.4028231,0.49,0.39,36,0.5,0: Broadleaf,1569608848,399.9172308,399.897,19.85343077,19.98078462,1000.013538,83.11489231,0.199930538,26.16406923,29.49885385,30.23995385,0,0,9991.734615,1843.679231,2034.863846,1569608809,12:26:49,6,-0.159,0.149,400,20,0.31,0.09,-0.015994934,0.313176085,0.04350031,0,-0.052706688,-0.600248961,0.0626673,0,0,2,0/2,100,100,-0.159,0.149,2,1048.71,431.016,26.35,27.7813,29.9998,27.8024,27.7944,29.2939,43.2473,0,-999.9,400,20.0938,101.624,102.532
41,1569609001,3491,20190927 12:30:01,12:30:01,2,11,1569608998,1.28351E-05,0.369415266,398.5960769,-847.6892435,-70.61824619,33.20574858,0.000470621,1.75243836,0.000470551,0.000294101,393.409485,31.69667034,29.16675385,4.060743683,49.26277365,1.869289036,3.794526571,2.191454648,-0.56602592,-110.3656581,-13.80775858,268.6700424,-0.000999307,0.019300774,2.352712847,74,7,1,0,43796.6231,2058.657692,1008.742269,0.49,0.39,36,0.5,0: Broadleaf,1569608998,398.5960769,399.9443846,22.43862308,22.39345385,1000.003615,83.10665385,0.200108308,27.99858462,29.16675385,28.58906923,0,0,9999.515385,2058.657692,1782.518462,1569608809,12:26:49,6,-0.159,0.149,400,20,0.31,0.09,-1.354147561,0.083705017,0.026272262,1,0.023971965,0.246581896,0.031953702,0,1,2,1/2,100,100,-0.159,0.149,2,1014.71,433.219,26.7721,27.7849,30.0003,27.7621,27.7446,29.362,37.321,0,-999.9,400,22.4396,101.609,102.518
42,1569609003,3493,20190927 12:30:03,12:30:03,2,11,1569608999,1.3395E-05,0.368041486,398.5961538,-792.9580596,-66.05829946,33.20551923,0.000490719,1.752431706,0.000490643,0.000306659,393.221325,31.72637249,29.18026923,4.063916648,49.20588634,1.870597128,3.801571859,2.193319519,-0.590717518,-108.6355814,-13.59442521,270.4006008,-0.0009993,0.019300638,2.35270197,74,7,1,0,43791.68514,2057.673077,1008.259808,0.49,0.39,36,0.5,0: Broadleaf,1569608999,398.5961538,399.9403077,22.45448462,22.40734615,1000.012308,83.10606923,0.200101462,28.03040769,29.18026923,28.59576923,0,0,9999.515385,2057.673077,1781.456154,1569608809,12:26:49,6,-0.159,0.149,400,20,0.31,0.09,-1.352507805,0.073110523,0.026387224,1,0.033511409,0.113445665,0.015979655,0,1,2,1/2,100,100,-0.159,0.149,2,1015.04,433.379,26.7816,27.7853,30.0003,27.7619,27.7446,29.3622,37.321,0,-999.9,400,22.4396,101.61,102.517
43,1569609006,3496,20190927 12:30:06,12:30:06,2,11,1569609002,1.54675E-05,0.375716892,398.5833846,-659.1874354,-54.91366949,33.20402525,0.000565353,1.751520446,0.000565252,0.000353292,392.967015,31.79852505,29.21197692,4.071369048,49.06094717,1.873146378,3.817998807,2.198222671,-0.682117464,-104.5855144,-13.10129934,274.5980838,-0.000998338,0.019282051,2.351212619,74,7,1,0,43740.4563,2056.342308,1007.607731,0.49,0.39,36,0.5,0: Broadleaf,1569609002,398.5833846,399.9581538,22.48537692,22.43094615,1000.004308,83.10511538,0.199975923,28.10440769,29.21197692,28.61410769,0,0,9990,2056.342308,1780.163846,1569608809,12:26:49,6,-0.159,0.149,400,20,0.31,0.09,-1.356798049,-0.150909408,0.033412451,0,0.042135139,0.08372234,0.012290501,1,1,2,1/2,100,100,-0.159,0.149,2,1015.56,433.155,26.796,27.7867,30.0003,27.7613,27.7446,29.3632,37.321,0,-999.9,400,22.5115,101.609,102.517
44,1569609222,3712,20190927 12:33:42,12:33:42,2,13,1569609219,5.85131E-05,0.207777238,399.1603846,215.4280231,17.94678225,33.25307637,0.001967022,1.753447813,0.001965797,0.001228733,379.101681,32.13049914,30.31956923,4.339282046,49.73367989,1.953231538,3.927381891,2.386050509,-2.580429758,-163.4812492,-20.61919243,192.4208096,-0.001000374,0.019321381,2.354363205,30,3,1,0,43755.4823,1983.786923,972.0555923,0.49,0.39,36,0.5,0: Broadleaf,1569609219,399.1603846,399.9924615,23.44603077,23.24032308,1000.003846,83.10741538,0.200141308,28.59019231,30.31956923,29.45359231,0,0,10010.1,1983.786923,1703.095385,1569609193,12:33:12,7,-0.079,0.222,400,23,0.23,0.2,-0.805506268,-0.19500439,0.031545742,0,0.154400356,0.270163006,0.039083453,0,0,2,0/2,100,100,-0.079,0.222,2,1063.29,435.105,27.5565,27.876,30.0002,27.7704,27.7393,29.447,33.654,0,-999.9,400,23.1443,101.6,102.497
45,1569609226,3715.5,20190927 12:33:45,12:33:45,2,13,1569609222,7.4179E-05,0.192890289,399.2015385,259.2377322,21.59621137,33.25611874,0.002485878,1.752482448,0.002483921,0.001552626,379.271907,32.25265765,30.34516154,4.345649845,49.33684984,1.951841354,3.95615318,2.393808491,-3.271295059,-153.9221845,-19.4388137,202.6396137,-0.000999354,0.019301674,2.352784915,30,3,1,0,43694.43318,1984.677692,972.4920692,0.49,0.39,36,0.5,0: Broadleaf,1569609222,399.2015385,400.0025385,23.42961538,23.16883077,1000.012,83.1065,0.200089615,28.71600769,30.34516154,29.48316923,0,0,10000,1984.677692,1704.205385,1569609193,12:33:12,7,-0.079,0.222,400,23,0.23,0.2,-0.807585171,0.038960132,0.029170461,1,0.180695527,0.652651219,0.066235196,0,1,2,1/2,100,100,-0.079,0.222,2,1063.53,435.204,27.5684,27.8776,30.0001,27.7704,27.7376,29.4449,33.654,0,-999.9,400,23.1676,101.6,102.498
